url,type,fat_content,milk,calcium_content,texture,color
https://www.cheese.com/llanglofan-farmhouse/,"hard, artisan",45%,cow,,"crumbly, firm, smooth",yellow
https://www.cheese.com/lo-sburrato/,"semi-soft, artisan",,sheep,,"compact, creamy",straw
https://www.cheese.com/lo-speziato/,"soft, artisan",,cow,,compact,ivory
https://www.cheese.com/loch-arthur-farmhouse/,hard,48%,cow,,firm,
https://www.cheese.com/loddiswell-avondale/,semi-soft,,goat,,,orange
https://www.cheese.com/loma-alta/,"semi-soft, soft-ripened",,cow,,firm,white
https://www.cheese.com/longhorn/,semi-hard,,cow,,"firm, open, springy",orange
https://www.cheese.com/lord-hundreds/,"semi-hard, artisan",,sheep,,"firm, grainy, open",golden yellow
https://www.cheese.com/lost-lake/,"fresh firm, artisan, soft-ripened",,sheep,,"creamy, semi firm, soft",white
https://www.cheese.com/lou-bergier/,"semi-soft, artisan",,cow,,"buttery, open, smooth",brown
https://www.cheese.com/lou-palou/,semi-soft,,cow,,"elastic, smooth",
https://www.cheese.com/lou-pevre/,"soft, processed",,goat,,smooth,white
https://www.cheese.com/lunetta/,"fresh soft, artisan",,cow,,creamy,white
https://www.cheese.com/lyburn-garlic-and-nettle/,"semi-soft, artisan",,cow,,"creamy, open, smooth",pale yellow
https://www.cheese.com/lyburn-gold/,"semi-hard, artisan",,cow,,"creamy, open, smooth",brownish yellow
https://www.cheese.com/lyburn-lightly-oak-smoked/,"semi-hard, artisan",,cow,,smooth,pale yellow
https://www.cheese.com/lyburns-winchester/,"hard, artisan",,cow,,creamy,brownish yellow
https://www.cheese.com/maasdam/,semi-hard,45%,cow,,"creamy, open, supple",pale yellow
https://www.cheese.com/macadamia-nut-cheese/,"firm, artisan",,,,"firm, spreadable",brown
https://www.cheese.com/macconais/,"soft, artisan, soft-ripened",,"cow, goat",,"creamy, firm, smooth",cream
https://www.cheese.com/madrona/,"semi-soft, artisan",,goat,,creamy,ivory
https://www.cheese.com/maffra-aged-rinded-cheddar/,"hard, artisan",,cow,,"buttery, crumbly, firm",straw
https://www.cheese.com/maffra-cheshire/,"hard, artisan",,cow,,crumbly,pale yellow
https://www.cheese.com/maffra-dargo-walnut/,"semi-hard, artisan",,cow,,"crumbly, dense, firm, flaky",golden yellow
https://www.cheese.com/maffra-mature-cheddar/,"hard, artisan",,cow,,"creamy, crumbly, firm, smooth",yellow
https://www.cheese.com/maffra-peppercorn-cheddar/,"semi-hard, artisan",,cow,,"creamy, firm",yellow
https://www.cheese.com/maffra-red-leicester/,"hard, artisan",,cow,,"buttery, creamy, dense, smooth",brownish yellow
https://www.cheese.com/maffra-sage-derby/,"semi-hard, artisan",,cow,,"firm, smooth",pale yellow
https://www.cheese.com/maffra-wensleydale/,"hard, artisan",,cow,,crumbly,pale yellow
https://www.cheese.com/maggies-round/,"semi-hard, artisan",,cow,,"firm, smooth",blue-grey
https://www.cheese.com/magna/,"firm, artisan, blue-veined",34%,cow,,,ivory
https://www.cheese.com/mahoe-aged-gouda/,,,cow,,firm,yellow
https://www.cheese.com/mahon/,"semi-hard, artisan",,cow,,"crumbly, dense",pale yellow
https://www.cheese.com/maida-vale/,semi-soft,,cow,,"buttery, soft, supple",pink and white
https://www.cheese.com/maisies-kebbuck/,"semi-hard, artisan",29.80%,cow,,"creamy, crumbly",white
https://www.cheese.com/majorero/,semi-hard,,goat,,"buttery, creamy",pale white
https://www.cheese.com/malvarosa/,"semi-firm, artisan",,sheep,,"firm, smooth",straw
https://www.cheese.com/malvern/,"semi-hard, artisan",50%,sheep,,"creamy, dense",ivory
https://www.cheese.com/mamirolle/,"semi-soft, artisan",23%,cow,,"chewy, supple",ivory
https://www.cheese.com/manchego/,hard,,sheep,,"compact, firm",pale yellow
https://www.cheese.com/mandolin/,"semi-hard, artisan, smear-ripened",45%,cow,,"crumbly, soft, supple",pale yellow
https://www.cheese.com/mango-rebel/,"semi-hard, artisan",50%,cow,,"creamy, firm",pale yellow
https://www.cheese.com/manon/,"fresh soft, artisan",45%,goat,,"creamy, smooth",white
https://www.cheese.com/manouri/,"semi-soft, whey",36-38%,"goat, sheep",,creamy,white
https://www.cheese.com/manteca/,"semi-soft, artisan",,cow,,"dense, elastic, stringy",pale yellow
https://www.cheese.com/manur/,"hard, artisan",40%,"cow, sheep",,creamy,
https://www.cheese.com/marble-cheddar/,"hard, processed",,cow,,"firm, smooth",
https://www.cheese.com/marbled-cheeses/,"hard, processed",,cow,,firm,golden orange
https://www.cheese.com/marco-polo/,"hard, artisan",,cow,,"creamy, crumbly",ivory
https://www.cheese.com/maredsous/,soft,,cow,,,
https://www.cheese.com/margotin/,semi-soft,,cow,,firm,cream
https://www.cheese.com/maribo/,"semi-hard, artisan",35-40%,cow,,"creamy, firm, open",pale yellow
https://www.cheese.com/marin-french-triple-creme/,soft,,cow,,"fluffy, smooth",
https://www.cheese.com/marisa/,"semi-soft, artisan",,sheep,,"dense, firm",white
https://www.cheese.com/maroilles/,"soft, artisan",,cow,,"creamy, smooth",
https://www.cheese.com/marthas-heat/,"hard, artisan",,cow,,,brownish yellow
https://www.cheese.com/mascares/,"fresh soft, artisan",,"goat, sheep",,smooth,white
https://www.cheese.com/mascarpone/,fresh soft,,cow,,"buttery, creamy, smooth, spreadable",white
https://www.cheese.com/mastorazio/,"hard, artisan",,sheep,,"compact, dense",pale yellow
https://www.cheese.com/matocq/,"semi-hard, processed",50%,"cow, sheep",,chewy,cream
https://www.cheese.com/mature-wensleydale/,"hard, artisan",48%,cow,,crumbly,pale yellow
https://www.cheese.com/may-hill-green/,"semi-soft, artisan",,cow,,runny,cream
https://www.cheese.com/maytag-blue/,"semi-hard, blue-veined",,cow,,"crumbly, dense",cream
https://www.cheese.com/mclaren/,"soft, artisan, soft-ripened",35%,cow,,"chalky, creamy, soft, soft-ripened",pale yellow
https://www.cheese.com/medallion/,"soft, artisan",,cow,,"creamy, smooth",pale yellow
https://www.cheese.com/meira/,semi-hard,,sheep,,,
https://www.cheese.com/melange/,"soft, soft-ripened",,"cow, goat",,"firm, soft-ripened",cream
https://www.cheese.com/melange-brie/,"soft, soft-ripened",,"cow, goat",,"creamy, smooth, soft-ripened",ivory
https://www.cheese.com/melinda-mae/,"soft, artisan, soft-ripened",,cow,,"creamy, fluffy, runny, smooth, soft",ivory
https://www.cheese.com/melville/,"fresh soft, artisan, soft-ripened",,goat,,"elastic, oily, soft, supple",white
https://www.cheese.com/menage/,semi-hard,,"cow, goat, sheep",,"creamy, dry, firm",ivory
https://www.cheese.com/menallack-farmhouse/,hard,,cow,,,
https://www.cheese.com/menonita/,semi-soft,,cow,,firm,pale yellow
https://www.cheese.com/meredith-ashed-pyramids/,"fresh soft, artisan",,goat,,"creamy, soft",white
https://www.cheese.com/meredith-blue/,"soft, semi-soft, artisan, blue-veined",,sheep,,creamy,blue
https://www.cheese.com/meredith-chevre-ash/,"fresh soft, artisan",,goat,,"creamy, soft",white
https://www.cheese.com/meredith-chevre-dill/,"fresh soft, artisan",,goat,,"creamy, soft",white
https://www.cheese.com/meredith-chevre-plain/,"fresh soft, artisan",,goat,,"creamy, soft",white
https://www.cheese.com/meredith-goat-cheese-in-extra-virgin-olive-oil/,"fresh soft, artisan",,goat,,"creamy, soft",white
https://www.cheese.com/merry-wyfe/,semi-hard,,cow,,"creamy, springy",orange
https://www.cheese.com/mersey-valley-original-vintage/,hard,,cow,,"creamy, crumbly, spreadable",yellow
https://www.cheese.com/metronome/,"semi-soft, soft-ripened",,"cow, goat",,"creamy, firm",pale yellow
https://www.cheese.com/mettowee/,"fresh soft, artisan",,goat,,"creamy, smooth",white
https://www.cheese.com/meyer-vintage-gouda/,"semi-hard, artisan",,cow,,crumbly,
https://www.cheese.com/mezzaluna-fontina/,semi-hard,,cow,,creamy,
https://www.cheese.com/mezzo-secco/,"semi-hard, artisan",,cow,,"creamy, smooth",ivory
https://www.cheese.com/mi-ewe/,"semi-hard, artisan",,"cow, sheep",,crumbly,pale yellow
https://www.cheese.com/midnight-blue/,"semi-soft, blue-veined",,goat,,"dense, dry",pale yellow
https://www.cheese.com/midnight-moon/,hard,,goat,,"creamy, crystalline",ivory
https://www.cheese.com/miette/,"semi-soft, artisan",,"goat, sheep",,"creamy, runny",cream
https://www.cheese.com/mihalic-peynir/,"hard, artisan",45%,sheep,,"crumbly, grainy, open",pale yellow
https://www.cheese.com/milawa-affine/,"semi-soft, artisan",,goat,,"creamy, crumbly, smooth",white
https://www.cheese.com/milawa-aged-blue/,,,,,,blue
https://www.cheese.com/milawa-blue/,"soft, blue-veined",,cow,,creamy,blue
https://www.cheese.com/milawa-brie/,"soft, soft-ripened",27%,cow,,creamy,pale yellow
https://www.cheese.com/milawa-goats-tomme/,semi-hard,,goat,,"creamy, crumbly, dense",yellow
https://www.cheese.com/milawa-white/,soft,,cow,,"creamy, open",
https://www.cheese.com/milbenkase/,"semi-soft, smear-ripened",,cow,,firm,
https://www.cheese.com/milleens/,"soft, artisan",45-50%,cow,,"creamy, smooth",pale yellow
https://www.cheese.com/millstone/,"hard, artisan",,sheep,,"crumbly, dry",pale yellow
https://www.cheese.com/mimolette-boule-de-lille/,semi-hard,,cow,,firm,orange
https://www.cheese.com/minas-cheese/,"semi-soft, artisan",40-50%,cow,,"grainy, open, soft, springy",white
https://www.cheese.com/mine-gabhar/,"soft, artisan",,goat,,creamy,white
https://www.cheese.com/minger/,soft,,cow,,"buttery, creamy, runny",orange
https://www.cheese.com/minuet/,"soft, soft-ripened",,"cow, goat",,"creamy, smooth",white
https://www.cheese.com/mirabo-brie-with-walnut/,"semi-soft, soft-ripened",,cow,,"creamy, smooth, soft",ivory
https://www.cheese.com/miss-muffet/,"semi-soft, artisan",,cow,,"smooth, supple",ivory
https://www.cheese.com/mistralou/,soft,,goat,,creamy,white
https://www.cheese.com/miticana-de-oveja/,"semi-soft, soft-ripened",13%,sheep,,"buttery, crumbly, flaky",white
https://www.cheese.com/mladi-trapist/,"semi-hard, artisan",50%,cow,,"crumbly, semi firm",white
https://www.cheese.com/mobay/,"semi-soft, artisan",,"goat, sheep",,"soft, supple",ivory
https://www.cheese.com/molbo/,"semi-hard, artisan",,cow,,firm,pale yellow
https://www.cheese.com/mona/,"semi-hard, artisan",,"cow, sheep",,"crumbly, firm, supple",pale yellow
https://www.cheese.com/monastery-cheeses/,"soft, semi-soft, brined",,cow,,"chalky, creamy, firm, grainy",golden yellow
https://www.cheese.com/mondseer/,semi-hard,,cow,,"creamy, smooth",pale yellow
https://www.cheese.com/monet/,"fresh soft, artisan",22%,goat,,"creamy, soft",white
https://www.cheese.com/mont-dor-lyonnais/,"semi-soft, artisan",,cow,,creamy,
https://www.cheese.com/mont-saint-francis/,"semi-hard, artisan",,goat,,"brittle, firm, supple",golden yellow
https://www.cheese.com/mont-st-benoit/,"firm, artisan",31%,cow,,"creamy, elastic, smooth, supple",
https://www.cheese.com/montagnolo/,"soft, blue-veined",,cow,,"creamy, smooth",
https://www.cheese.com/montasio/,semi-firm,,cow,,creamy,
https://www.cheese.com/montasio-mezzano/,"semi-firm, artisan",,cow,,creamy,
https://www.cheese.com/montasio-vecchio/,"semi-firm, artisan",,cow,,creamy,
https://www.cheese.com/montchevre-goat-cheese-log/,"semi-soft, artisan",,goat,,smooth,white
https://www.cheese.com/monte-enebro/,semi-soft,,goat,,smooth,
https://www.cheese.com/monteo/,"semi-firm, artisan",,cow,,"creamy, open",pale yellow
https://www.cheese.com/monterey-jack/,semi-hard,,cow,,"compact, creamy, firm, open, supple",pale yellow
https://www.cheese.com/montgomerys-cheddar/,"hard, artisan",,cow,,,yellow
https://www.cheese.com/montsalvat/,"soft, blue-veined",60%,cow,,"creamy, soft",ivory
https://www.cheese.com/moody-blue/,"semi-soft, artisan, blue-veined",,cow,,creamy,pale yellow
https://www.cheese.com/moonglo/,"semi-hard, artisan",,goat,,"dense, firm, open",ivory
https://www.cheese.com/moonlight-chaource/,"soft, soft-ripened",,cow,,"dense, firm",white
https://www.cheese.com/moose/,fresh soft,12%,moose,,"creamy, smooth",
https://www.cheese.com/morangie-brie/,"soft, artisan",,"cow, sheep",,"creamy, smooth",cream
https://www.cheese.com/morbier/,"semi-soft, artisan",,cow,,creamy,ivory
https://www.cheese.com/morcella/,"semi-soft, soft-ripened",,sheep,,creamy,ivory
https://www.cheese.com/morgan/,"hard, artisan",,cow,,firm,ivory
https://www.cheese.com/morimoto-soba-ale-cheddar/,"semi-hard, artisan",,cow,,"creamy, crumbly",pale yellow
https://www.cheese.com/moringhello/,"semi-soft, artisan",,water buffalo,,"chalky, crumbly",white
https://www.cheese.com/morlacco/,"soft, artisan",,cow,,soft,white
https://www.cheese.com/moses-sleeper/,"semi-soft, artisan",,cow,,"soft, soft-ripened",white
https://www.cheese.com/mossfield-organic/,"hard, semi-hard, artisan",,cow,,"crumbly, dry, flaky",brownish yellow
