url,type,fat_content,milk,calcium_content,texture,color
https://www.cheese.com/alex-james-co-no-2-blue-monday/,semi-soft,,cow,,"creamy, semi firm",blue
https://www.cheese.com/alex-james-co-no-3-valley-brie/,"soft, semi-soft",,cow,,"buttery, creamy, semi firm, smooth, soft",pale white
https://www.cheese.com/alex-james-co-no-4-goats/,fresh soft,,goat,,"smooth, springy",pale white
https://www.cheese.com/alex-james-co-no-5-grunge/,"soft, semi-soft, organic",,cow,,"creamy, soft",orange
https://www.cheese.com/alisia-victoria/,firm,,cow,,smooth,golden yellow
https://www.cheese.com/allgauer-emmentaler/,hard,45%,cow,,firm,yellow
https://www.cheese.com/allium-piper/,"fresh soft, artisan",45%,goat,,"creamy, soft",white
https://www.cheese.com/alma-vorarlberger-alpkase-3-5-months/,"hard, artisan",34%,cow,,firm,yellow
https://www.cheese.com/alma-vorarlberger-alpkase-6-9-months/,"hard, artisan",34%,cow,,firm,yellow
https://www.cheese.com/alma-vorarlberger-bergkase-10-months/,"hard, artisan",34%,cow,,"brittle, firm, flaky, open",yellow
https://www.cheese.com/alma-vorarlberger-bergkase-12-months/,"hard, artisan",34%,cow,,"brittle, firm, flaky, open",yellow
https://www.cheese.com/alma-vorarlberger-bergkase-6-months/,"hard, artisan",34%,cow,,"firm, open, supple",cream
https://www.cheese.com/almnas-tegel/,"hard, smear-ripened",,cow,,"open, smooth",straw
https://www.cheese.com/alpe-di-frabosa/,semi-soft,,cow,,,
https://www.cheese.com/alpha-tolman/,"semi-hard, artisan",,cow,,"dense, elastic, smooth",yellow
https://www.cheese.com/alpicreme/,soft,,goat,,,
https://www.cheese.com/alpine-gold/,"semi-soft, brined",,cow,,supple,cream
https://www.cheese.com/alpkase/,hard,,cow,,dense,golden yellow
https://www.cheese.com/alps-rebel/,"semi-hard, artisan",48%,cow,,"creamy, open",yellow
https://www.cheese.com/alta-badia/,semi-soft,33.5 g/100g,cow,,firm,
https://www.cheese.com/alverca/,semi-hard,40-50%,"goat, sheep",,,
https://www.cheese.com/amablu-blue-cheese/,"semi-soft, artisan, blue-veined",,cow,,crumbly,
https://www.cheese.com/amalthee/,"soft, soft-ripened",,goat,,,
https://www.cheese.com/amarelo-de-beira-baixa/,"semi-firm, artisan",45-60%,"goat, sheep",,,yellow
https://www.cheese.com/ameribella/,"semi-soft, artisan",,cow,,"creamy, runny, smooth, spreadable",straw
https://www.cheese.com/american-cheese/,"semi-soft, processed",,cow,,smooth,yellow
https://www.cheese.com/ami-du-chambertin/,"semi-soft, artisan, brined",45%,cow,,smooth,white
https://www.cheese.com/amish-frolic/,"hard, artisan",,cow,,"flaky, open",pale yellow
https://www.cheese.com/amou/,firm,45%,sheep,,,golden yellow
https://www.cheese.com/amsterdammer-british-columbia/,"semi-soft, firm",30%,,,"buttery, creamy",pale yellow
https://www.cheese.com/amul-cheese-spread/,"soft, processed",,cow,,"creamy, spreadable",
https://www.cheese.com/amul-emmental/,semi-hard,46%,cow,488 mg/100g,"firm, open",yellow
https://www.cheese.com/amul-gouda/,semi-hard,46%,cow,492 mg/100g,"compact, dense, firm, springy",yellow
https://www.cheese.com/amul-pizza-mozzarella-cheese/,"semi-soft, processed",30-40%,cow,492 mg/100g,"elastic, stringy",yellow
https://www.cheese.com/amul-processed-cheese/,"hard, processed",26%,"cow, water buffalo",343 mg/100g,"crumbly, dense",yellow
https://www.cheese.com/anari/,"fresh soft, hard, artisan",8%,"goat, sheep",,"brittle, creamy, flaky",white
https://www.cheese.com/anejo-enchilado/,semi-hard,,"cow, goat",,"crumbly, firm",white
https://www.cheese.com/anneau-du-vic-bilh/,"soft, artisan",45%,goat,,"creamy, smooth",white
https://www.cheese.com/anniversary-ale-cheddar/,"semi-hard, artisan",,cow,,"dense, firm",
https://www.cheese.com/anster/,"semi-hard, artisan",,cow,,"crumbly, dry",ivory
https://www.cheese.com/anthotyro/,"hard, whey",30%,"goat, sheep",318 mg/100g,crumbly,white
https://www.cheese.com/anthotyro-fresco/,"semi-soft, whey",20%,"goat, sheep",,"creamy, smooth",white
https://www.cheese.com/aphrodite-haloumi/,"semi-soft, artisan",,goat,,soft,white
https://www.cheese.com/appalachian/,"semi-soft, artisan",,cow,,firm,white
https://www.cheese.com/appenzeller/,"hard, artisan",,cow,,firm,
https://www.cheese.com/apple-walnut-smoked/,"hard, artisan",,cow,,"creamy, smooth",yellow
https://www.cheese.com/applebys-double-gloucester/,"hard, artisan",54.23 g/100g,cow,,"crumbly, dense, firm, flaky, smooth",golden yellow
https://www.cheese.com/applewood/,semi-hard,,cow,,"crumbly, dense",yellow
https://www.cheese.com/applewood-smoked-chevre/,"semi-soft, artisan",,goat,,"creamy, crumbly, firm",white
https://www.cheese.com/aragon/,,,,,,
https://www.cheese.com/ardi-gasna/,"hard, artisan",45%,sheep,,"firm, supple",pale yellow
https://www.cheese.com/ardrahan/,"semi-soft, brined",25%,cow,,"chalky, smooth",yellow
https://www.cheese.com/ardsallagh-hard-goats-cheese/,"semi-hard, artisan",,goat,,"firm, smooth",white
https://www.cheese.com/ardsallagh-smoked-cheese/,"semi-hard, artisan",,goat,,"firm, smooth",white
https://www.cheese.com/ardsallagh-soft-goats-cheese/,,,,,,white
https://www.cheese.com/armenian-string-cheese/,semi-soft,,"cow, goat, sheep",,"creamy, smooth, springy",white
https://www.cheese.com/aromes-au-gene-de-marc/,"semi-soft, artisan",25%,"cow, goat",,"creamy, flaky",white
https://www.cheese.com/aradalen/,"soft, artisan, blue-veined",34%,cow,,creamy,ivory
https://www.cheese.com/ascutney-mountain/,"hard, artisan",,cow,,"chewy, dense",
https://www.cheese.com/asher-blue/,"semi-soft, blue-veined",,cow,,"creamy, crumbly",straw
https://www.cheese.com/ashley/,"soft, artisan, soft-ripened",,cow,,"creamy, soft",cream
https://www.cheese.com/asiago/,hard,34-48%,cow,,"compact, crumbly, open, smooth",yellow
https://www.cheese.com/asiago-dallevo/,hard,34%,cow,,compact,pale yellow
https://www.cheese.com/asiago-pressato/,semi-soft,48%,cow,,"creamy, smooth",white
https://www.cheese.com/aspen-ash/,"soft, soft-ripened",,goat,,creamy,white
https://www.cheese.com/assa/,,,goat,,,
https://www.cheese.com/aubisque-pyrenees/,semi-hard,,"cow, sheep",,smooth,
https://www.cheese.com/auld-lochnagar/,hard,,cow,,"compact, crumbly",orange
https://www.cheese.com/auld-reekie/,hard,,cow,,"buttery, compact, crumbly",orange
https://www.cheese.com/aura/,"semi-soft, blue-veined",,cow,,creamy,pale yellow
https://www.cheese.com/austrian-alps/,,,cow,,smooth,
https://www.cheese.com/autun/,"fresh soft, artisan",40-45%,"cow, goat",,creamy,white
https://www.cheese.com/avaxtskyr/,fresh soft,,cow,,,
https://www.cheese.com/avonlea-clothbound-cheddar/,"hard, artisan",32%,cow,,"creamy, crumbly, firm",straw
https://www.cheese.com/azeitao/,"semi-soft, artisan",,sheep,,"creamy, supple",pale yellow
https://www.cheese.com/baby-brie/,soft,,cow,,creamy,cream
https://www.cheese.com/baby-swiss/,"semi-soft, processed",43%,cow,,"creamy, open, smooth",pale yellow
https://www.cheese.com/babybel/,semi-hard,,cow,,smooth,
https://www.cheese.com/bad-axe/,"semi-hard, artisan",,sheep,,"creamy, firm, smooth",white
https://www.cheese.com/baguette-laonnaise/,"soft, artisan",28.50%,cow,,"open, supple",pale yellow
https://www.cheese.com/baita-friuli/,firm,,cow,,compact,pale yellow
https://www.cheese.com/baladi/,"fresh soft, artisan",22%,"cow, goat, sheep",,"creamy, dense, smooth",white
https://www.cheese.com/balaton/,semi-hard,,cow,,firm,pale yellow
https://www.cheese.com/balfour/,hard,,sheep,,"crumbly, flaky, grainy",
https://www.cheese.com/baluchon/,semi-soft,28%,cow,,creamy,ivory
https://www.cheese.com/bandal/,"semi-soft, artisan",,cow,,crumbly,
https://www.cheese.com/banon/,"soft, artisan",,goat,,"creamy, smooth",white
https://www.cheese.com/barambah-organics-marinated-feta/,fresh soft,25.22 g/100g,cow,,"creamy, crumbly, springy",white
https://www.cheese.com/barbers-1833/,hard,,cow,,creamy,
https://www.cheese.com/barberey/,soft,20-30%,cow,,"dry, smooth, soft",
https://www.cheese.com/barden-blue/,"semi-hard, artisan, blue-veined",,cow,,"buttery, dense, open",yellow
https://www.cheese.com/barely-buzzed/,"hard, artisan",,cow,,"creamy, smooth",pale yellow
https://www.cheese.com/barilotto/,"hard, soft-ripened",,buffalo,,firm,pale yellow
https://www.cheese.com/barlocco/,semi-soft,,cow,,creamy,blue
https://www.cheese.com/baron-bigod/,"soft, artisan",,cow,,"creamy, smooth",
https://www.cheese.com/baron-bigod-baby-truffle/,"soft, artisan",,cow,,"creamy, smooth",
https://www.cheese.com/baronerosso-di-capra/,semi-hard,,goat,,"crumbly, firm",white
https://www.cheese.com/barrel-aged-feta/,"soft, artisan",,"cow, goat, sheep",,"creamy, crumbly",white
https://www.cheese.com/barricato-al-pepe/,"firm, artisan",,cow,,crumbly,ivory
https://www.cheese.com/barriquet/,soft,,goat,,"smooth, supple",white
https://www.cheese.com/barrys-bay-cheddar/,"hard, artisan",,cow,,creamy,
https://www.cheese.com/bartlett/,"soft, artisan",,sheep,,"dense, smooth",white
https://www.cheese.com/basajo/,"semi-soft, blue-veined",,sheep,,creamy,
https://www.cheese.com/baserri/,"semi-hard, artisan",,sheep,,"creamy, crumbly",
https://www.cheese.com/basils-original-rauchkase/,semi-soft,25.50%,cow,700 mg/100g,"compact, dense, soft",pale yellow
https://www.cheese.com/basing/,hard,,goat,,crumbly,
https://www.cheese.com/baskeriu/,semi-soft,50%,sheep,,"dry, smooth",
https://www.cheese.com/basket-cheese/,"soft, semi-soft",,cow,,"chewy, supple",white
https://www.cheese.com/basket-molded-ricotta/,fresh firm,,cow,,firm,white
https://www.cheese.com/bassigny-au-porto/,semi-soft,45%,cow,,,yellow
https://www.cheese.com/bath-blue/,"soft, artisan, blue-veined",,cow,,"creamy, smooth",cream
https://www.cheese.com/bath-soft/,soft,,cow,,creamy,ivory
https://www.cheese.com/bath-soft-cheese-truffled/,soft,,cow,,"buttery, soft-ripened",white
https://www.cheese.com/batzos/,semi-hard,20%,"goat, sheep",,dry,white
https://www.cheese.com/bavaria-blu/,"soft, blue-veined",43.3 g/100g,cow,450 mg/100g,"creamy, soft",cream
https://www.cheese.com/bavarian-bergkase/,"hard, artisan",62%,cow,,"crumbly, firm, open",pale yellow
https://www.cheese.com/bayley-hazen-blue/,"semi-hard, artisan, blue-veined",,cow,,"creamy, dense, firm",cream
https://www.cheese.com/baylough/,"hard, artisan",,cow,,"close, firm",yellow
https://www.cheese.com/beach-box-brie/,artisan,,cow,,creamy,golden yellow
https://www.cheese.com/bear-hill/,"semi-hard, smear-ripened",,sheep,,smooth,pale yellow
https://www.cheese.com/beaufort/,semi-firm,,cow,,"creamy, smooth",pale yellow
https://www.cheese.com/beaumont/,semi-soft,50%,cow,,"creamy, smooth",pale yellow
https://www.cheese.com/beauvale/,"soft, blue-veined",,cow,,"creamy, smooth",pale yellow
https://www.cheese.com/beauvoorde/,semi-hard,,cow,,"creamy, firm",yellow
https://www.cheese.com/beehive-fresh/,"fresh soft, artisan",,cow,,"buttery, soft",pale yellow
https://www.cheese.com/beemster-2-milk/,semi-soft,8%,cow,,smooth,
https://www.cheese.com/beemster-aged/,hard,,cow,,"crystalline, firm, smooth",yellow
https://www.cheese.com/beemster-classic/,semi-hard,,cow,,"creamy, firm, smooth",yellow
https://www.cheese.com/beemster-extra-aged/,hard,,cow,,"brittle, crumbly, grainy",golden yellow
https://www.cheese.com/beemster-graskaas/,semi-hard,,cow,,"creamy, open, smooth",yellow
https://www.cheese.com/beenleigh-blue/,"soft, blue-veined",,sheep,,smooth,
https://www.cheese.com/bega-processed-cheddar/,soft,,cow,,"creamy, smooth",yellow
https://www.cheese.com/bel-ceillo/,"semi-hard, artisan",,cow,,"creamy, crumbly",pale yellow
https://www.cheese.com/bel-paese/,semi-soft,,cow,,"creamy, smooth",pale yellow
https://www.cheese.com/bella-lodi/,"hard, artisan",,cow,,"crumbly, flaky, grainy",white
https://www.cheese.com/belle-creme/,"soft, soft-ripened",,cow,,"buttery, creamy, smooth, soft-ripened",white
https://www.cheese.com/belletoile/,"soft, soft-ripened",70%,cow,,creamy,
https://www.cheese.com/bellwether-farms-crescenza/,"soft, artisan",,cow,,"buttery, soft-ripened, spreadable",ivory
https://www.cheese.com/benedictine/,"semi-hard, artisan",,"cow, goat, sheep",,creamy,yellow
https://www.cheese.com/bent-river/,"soft, artisan, soft-ripened",,cow,,"smooth, soft",
https://www.cheese.com/bergader/,,,cow,,,
https://www.cheese.com/bergere-bleue/,"semi-soft, artisan, blue-veined",,sheep,,"creamy, crumbly, smooth",pale yellow
https://www.cheese.com/bergues/,semi-hard,15-25%,cow,,smooth,
https://www.cheese.com/berkswell/,hard,,sheep,,"chewy, firm",pale yellow
https://www.cheese.com/bermondsey-hard-pressed/,"hard, artisan",,cow,,"creamy, crumbly, open",yellow
https://www.cheese.com/bermuda-triangle/,"semi-soft, soft-ripened",,goat,,"creamy, crumbly, dense, firm, smooth",white
https://www.cheese.com/bethmale-des-pyrenees/,semi-hard,,cow,,,brownish yellow
https://www.cheese.com/bettine-bleu/,semi-hard,39.6 g/100g,goat,,,
https://www.cheese.com/bettine-grand-cru/,semi-hard,,goat,,,
https://www.cheese.com/beyaz-peynir/,"semi-soft, brined",,"cow, goat, sheep",,,pale white
https://www.cheese.com/bianca/,"fresh soft, artisan",,"goat, sheep",,"soft, spreadable",ivory
https://www.cheese.com/bianco/,semi-hard,32.5 g/100g,cow,725 mg/100g,"creamy, open, soft",pale yellow
https://www.cheese.com/bica-de-queijo/,"semi-soft, artisan",45%,"cow, goat, sheep",,"creamy, firm, smooth, springy",ivory
https://www.cheese.com/bierkase/,"semi-soft, smear-ripened",,cow,,smooth,pale yellow
https://www.cheese.com/big-johns-cajun/,"hard, artisan",,cow,,"creamy, smooth",pale yellow
https://www.cheese.com/big-rock-blue/,"semi-firm, artisan, blue-veined",,cow,,"buttery, crumbly",ivory
https://www.cheese.com/big-woods-blue/,"semi-hard, blue-veined",,sheep,,firm,ivory
https://www.cheese.com/bijou/,"semi-soft, artisan",11%,goat,,"creamy, smooth",
https://www.cheese.com/binnorie-marinated-fetta/,"soft, brined",,cow,,creamy,white
https://www.cheese.com/bishop-kennedy/,soft,45%,cow,,smooth,yellow
https://www.cheese.com/bismark/,"semi-hard, artisan",,sheep,,"crumbly, firm",yellow
https://www.cheese.com/bix/,"soft, semi-soft",,cow,,"buttery, creamy, soft, soft-ripened",pale yellow
https://www.cheese.com/black-betty/,"hard, artisan",,goat,,firm,
https://www.cheese.com/black-bomber-cheddar/,hard,,cow,,"buttery, compact, creamy, crumbly",yellow
https://www.cheese.com/black-pearl/,"semi-hard, artisan",,goat,,firm,
https://www.cheese.com/blackmount/,soft,,goat,,creamy,green
https://www.cheese.com/blacksticks-blue/,"soft, blue-veined",,cow,,"creamy, spreadable",orange
https://www.cheese.com/blaenafon-pwll-ddu/,hard,,cow,,compact,cream
https://www.cheese.com/blarney-castle/,semi-soft,,cow,,creamy,golden yellow
https://www.cheese.com/blenda/,"hard, artisan",30%,"cow, sheep",,,yellow
https://www.cheese.com/bleu-benedictin/,"semi-soft, artisan, blue-veined",,cow,,"creamy, crumbly, firm",pale yellow
https://www.cheese.com/bleu-dauvergne/,"semi-soft, artisan",,cow,,"creamy, smooth",ivory
https://www.cheese.com/bleu-de-laqueuille/,"soft, blue-veined",30%,cow,,"creamy, smooth",blue
https://www.cheese.com/bleu-des-causses/,"semi-soft, blue-veined",,cow,,creamy,
https://www.cheese.com/bleu-lermite/,"semi-soft, artisan, blue-veined",,cow,,"creamy, crumbly",cream
https://www.cheese.com/bleu-mont-dairy-bandaged-cheddar/,"hard, artisan",,cow,,"crumbly, crystalline, flaky",yellow
https://www.cheese.com/bleubry/,"soft, blue-veined",37%,cow,,"creamy, smooth, supple",cream
https://www.cheese.com/blissful-blocks/,hard,,,,"creamy, crumbly",yellow
https://www.cheese.com/blissful-toppings/,soft,,,,crumbly,yellow
https://www.cheese.com/bloomsdale/,"soft, artisan, soft-ripened",,goat,,"creamy, runny, soft-ripened",white
https://www.cheese.com/blu-61/,"soft, blue-veined",,cow,,"creamy, soft",white
https://www.cheese.com/blu-della-casera/,"soft, blue-veined",54%,"cow, sheep",,soft,ivory
https://www.cheese.com/blu-di-bufala/,"semi-firm, artisan, blue-veined",,water buffalo,,"creamy, crumbly",cream
https://www.cheese.com/vegan-blue/,soft,,plant-based,,"creamy, soft-ripened",blue
https://www.cheese.com/blue-benedictine/,"semi-soft, blue-veined, soft-ripened",,,,"buttery, creamy, crumbly, smooth",brownish yellow
https://www.cheese.com/blue-castello/,soft,,cow,,"creamy, smooth",blue
https://www.cheese.com/blue-vein-cheese/,"semi-soft, blue-veined",,"cow, goat, sheep",,creamy,blue
https://www.cheese.com/blue-clouds/,semi-soft,,cow,,creamy,blue
https://www.cheese.com/blue-earth/,"soft, artisan, soft-ripened",,cow,,"creamy, runny, smooth, soft",pale yellow
https://www.cheese.com/blue-ledge-la-luna/,"semi-hard, artisan",,goat,,"firm, smooth",white
https://www.cheese.com/blue-lupine/,"semi-soft, blue-veined",,goat,,"creamy, dense",
https://www.cheese.com/blue-rathgore/,"semi-soft, artisan",,goat,,"creamy, crumbly",ivory
https://www.cheese.com/blue-vein-australian/,"semi-soft, blue-veined",,cow,,"creamy, dense",blue
https://www.cheese.com/blue-wensleydale/,"hard, blue-veined",,cow,,close,blue
https://www.cheese.com/blue-yonder/,"semi-soft, blue-veined",,cow,,creamy,white
https://www.cheese.com/bluebell/,semi-soft,,cow,,soft,blue-grey
https://www.cheese.com/bluebell-falls-cygnus/,"fresh soft, artisan",,goat,,"creamy, smooth",white
https://www.cheese.com/blythedale-camembert/,"soft, artisan",,cow,,"creamy, dense",ivory
https://www.cheese.com/bocconcini/,"semi-soft, brined",,"cow, goat, water buffalo",,creamy,white
https://www.cheese.com/boeren-leidse-met-sleutels/,"hard, artisan",30-40%,cow,,"crumbly, firm",yellow
https://www.cheese.com/bohemian-blue/,"firm, artisan",,sheep,,"creamy, crumbly, dry",white
https://www.cheese.com/boivin-extra-aged-cheddar/,hard,,cow,,"firm, smooth",straw
https://www.cheese.com/boivin-marbled-cheddar/,"semi-soft, processed",31%,cow,,"firm, smooth",golden orange
https://www.cheese.com/boivin-medium-cheddar/,semi-hard,,cow,,"firm, smooth",pale yellow
https://www.cheese.com/bonchester/,"soft, artisan",20%,cow,,"close, smooth",yellow
https://www.cheese.com/bonifaz/,soft,43.3 g/100g,cow,430 mg/100g,"creamy, soft",cream
https://www.cheese.com/bonne-bouche/,soft,21%,goat,,"creamy, fluffy, smooth",ivory
https://www.cheese.com/boo-boo-baby-swiss/,"hard, artisan",,cow,,"crumbly, firm, open",yellow
https://www.cheese.com/bootlegger/,"hard, artisan",,"cow, sheep",,"crumbly, firm",pale yellow
https://www.cheese.com/bossa/,"semi-soft, artisan",,sheep,,"creamy, firm, spreadable",cream
https://www.cheese.com/bosworth/,"soft, artisan",,goat,,crumbly,white
https://www.cheese.com/bothwell-black-truffle-cheddar/,semi-hard,,cow,,firm,pale yellow
https://www.cheese.com/bougon/,"soft, artisan",50%,goat,,firm,white
https://www.cheese.com/boulder-chevre/,"semi-soft, artisan",,goat,,"creamy, crumbly, firm",white
https://www.cheese.com/boule-du-roves/,"soft, artisan",,goat,,creamy,white
https://www.cheese.com/boulette-davesnes/,fresh soft,45%,cow,,"creamy, smooth",
https://www.cheese.com/bouncing-berry/,hard,,cow,,creamy,pale yellow
https://www.cheese.com/bourdin-goat-log/,soft,,goat,,"creamy, soft",
https://www.cheese.com/boursault/,"soft, soft-ripened",,cow,,"creamy, spreadable",
https://www.cheese.com/boursin/,"soft, processed",60%,cow,,"creamy, crumbly, spreadable",white
https://www.cheese.com/bouyguette/,fresh soft,,goat,,"creamy, crumbly, soft",white
https://www.cheese.com/bouyssou/,soft,,cow,,,
https://www.cheese.com/boyne-valley-ban/,hard,,goat,,"creamy, crumbly",ivory
https://www.cheese.com/bra/,hard,35%,cow,,firm,pale yellow
https://www.cheese.com/braudostur/,semi-hard,25%,cow,,,
https://www.cheese.com/breakfast-cheese/,"fresh firm, soft-ripened",7 g/100g,cow,90 mg/100g,"dense, firm",white
https://www.cheese.com/brebirousse-dargental/,soft,,sheep,,"creamy, smooth",orange
https://www.cheese.com/brebis-dazure/,"semi-hard, artisan, blue-veined",,sheep,,soft,pale yellow
https://www.cheese.com/brebis-du-lavort/,"semi-hard, artisan",,sheep,1050 mg/100g,"creamy, open",ivory
https://www.cheese.com/brebis-du-puyfaucon/,"soft, artisan",,sheep,,smooth,
https://www.cheese.com/vegan-bree/,soft,,plant-based,,"creamy, soft-ripened",white
https://www.cheese.com/brefu-bach/,soft,,sheep,,soft,golden yellow
https://www.cheese.com/bresse-bleu/,"soft, blue-veined",,cow,,creamy,white
https://www.cheese.com/brewers-gold/,"semi-soft, artisan",,cow,,creamy,pale yellow
https://www.cheese.com/brick/,"semi-hard, smear-ripened",,cow,,"open, smooth",ivory
https://www.cheese.com/vegan-brick-lane-bree-cheese/,soft,,plant-based,,"buttery, creamy, gooey, soft",cream
https://www.cheese.com/bridgewater/,"soft, soft-ripened",,cow,,"creamy, soft-ripened",ivory
https://www.cheese.com/brie/,"soft, artisan",,cow,,"buttery, soft-ripened",cream
https://www.cheese.com/brie-au-poivre-brie-with-pepper/,"soft, soft-ripened",,cow,,creamy,
https://www.cheese.com/brie-coco/,"soft, soft-ripened",,cow,,"buttery, creamy, smooth, soft-ripened",pale yellow
https://www.cheese.com/brie-dalexis/,"soft, soft-ripened",,cow,,"buttery, creamy, supple",cream
https://www.cheese.com/brie-de-meaux/,"soft, artisan, soft-ripened",,cow,,"creamy, smooth",straw
https://www.cheese.com/brie-de-melun/,"semi-soft, soft-ripened",45%,cow,,firm,yellow
https://www.cheese.com/brie-de-portneuf/,"soft, soft-ripened",,cow,,"buttery, creamy, supple",cream
https://www.cheese.com/brie-de-portneuf-double-cream/,"soft, soft-ripened",,cow,,"buttery, creamy, supple",cream
https://www.cheese.com/brightwell-ash/,"semi-firm, artisan",,goat,,smooth,pale white
https://www.cheese.com/brillat-savarin/,"soft, artisan",75%,cow,,"creamy, dense",white
https://www.cheese.com/brillo-di-treviso/,soft,,cow,,compact,ivory
https://www.cheese.com/brimstone/,"semi-hard, artisan",,cow,,crumbly,pale yellow
https://www.cheese.com/brin/,"semi-soft, artisan",40%,cow,,"creamy, spreadable",golden orange
https://www.cheese.com/brin-damour/,"semi-soft, artisan",,sheep,,"creamy, firm",white
https://www.cheese.com/brinza---feta-style/,"soft, brined",,sheep,,"creamy, crumbly, open",white
https://www.cheese.com/briquette-de-brebis/,soft,,sheep,,creamy,white
https://www.cheese.com/briquette-du-forez/,"soft, soft-ripened",,"cow, goat",,creamy,white
https://www.cheese.com/briscola/,semi-hard,,cow,,"firm, open",ivory
https://www.cheese.com/brise-du-matin/,"soft, soft-ripened",30%,cow,,"buttery, creamy, runny, soft, soft-ripened",cream
https://www.cheese.com/vegan-brixton-blue-cheese/,semi-firm,,plant-based,,"creamy, semi firm, soft-ripened",blue
https://www.cheese.com/brocciu/,"fresh soft, whey",40-50%,"goat, sheep",,"creamy, crumbly, smooth",white
https://www.cheese.com/broncha/,"semi-hard, artisan",,"cow, goat",,creamy,straw
https://www.cheese.com/brousse-du-rove/,"soft, artisan",,"cow, goat, sheep",,creamy,white
https://www.cheese.com/browns-gulch/,"hard, artisan",,goat,,crumbly,pale yellow
https://www.cheese.com/bruder-basil/,"semi-soft, artisan",45%,cow,,"creamy, open, smooth",pale yellow
https://www.cheese.com/brunost/,"semi-soft, whey",27 g/100g,"cow, goat",360 mg/100g,dense,brown
https://www.cheese.com/brusselae-kaas-fromage-de-bruxelles/,"soft, artisan",,cow,,smooth,pale yellow
https://www.cheese.com/brutal-blue/,"semi-soft, artisan",,cow,,creamy,cream
https://www.cheese.com/bryndza/,"soft, artisan",,sheep,,spreadable,white
https://www.cheese.com/branza-de-burduf/,"soft, artisan",,sheep,,,white
https://www.cheese.com/buche-de-chevre/,"soft, soft-ripened",,goat,,creamy,white
https://www.cheese.com/bucheret/,"soft, artisan, soft-ripened",10%,goat,,"buttery, chalky, dense, smooth, soft-ripened",white
https://www.cheese.com/buchette-danjou/,soft,45%,goat,,"firm, grainy",ivory
